Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs,Address,City,County,State
2010,1/1/2010 7:15 AM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.6707,-97.78123000000001,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,21.0,0.0,21.0,NO,NO,NO,1627,"{'road': 'West Hedberg Road', 'hamlet': 'Salemsborg', 'village': 'Falun', 'county': 'Saline County', 'state': 'Kansas', 'postcode': '67442', 'country': 'United States of America', 'country_code': 'us', 1: 'Saline County', 2: 'Kansas'}",Falun,Saline,Kansas
2010,1/4/2010 8:30 AM,15786,PORTLAND PIPELINE CORP,ONSHORE,ABOVEGROUND,CRUDE OIL,RAYMOND,CUMBERLAND,ME,43.94028,-70.49336,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.12,0.0,NO,NO,,4008,"{'house_number': '338', 'road': 'Meadow Road', 'hamlet': 'Pike Corner', 'county': 'Cumberland County', 'state': 'Maine', 'postcode': '04071', 'country': 'United States of America', 'country_code': 'us', 1: 'Cumberland County', 2: 'Maine'}",Pike Corner,Cumberland,Maine
2010,1/5/2010 10:30 AM,20160,"PETROLOGISTICS OLEFINS, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SULPHER,CALCASIEU,LA,30.1824,-93.3524,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,2.0,0.0,2.0,NO,NO,,200,"{'road': 'LA 108', 'hamlet': 'Carlyss', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70665', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",Carlyss,Calcasieu Parish,Louisiana
2010,1/6/2010 7:30 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.6893,-92.0612,NATURAL FORCE DAMAGE,TEMPERATURE,0.48,0.48,0.0,NO,NO,,11540,"{'road': 'East 21st Street', 'town': 'City of Superior', 'county': 'Bayfield', 'state': 'Wisconsin', 'postcode': '54880', 'country': 'United States of America', 'country_code': 'us', 1: 'Bayfield', 2: 'Wisconsin'}",City of Superior,Bayfield,Wisconsin
2010,1/7/2010 1:00 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,SHERMAN,GRAYSON,TX,33.58266,-96.64881,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,700.0,698.0,2.0,NO,NO,NO,29650,"{'road': 'Old Dorchester Road', 'hamlet': 'Hilton', 'town': 'Sherman', 'county': 'Grayson County', 'state': 'Texas', 'postcode': '75092-6106', 'country': 'United States of America', 'country_code': 'us', 1: 'Grayson County', 2: 'Texas'}",Sherman,Grayson,Texas
2010,1/8/2010 11:38 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,NECHE,PEMBINA,ND,48.99555,-97.52554,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,3784.0,1547.0,2237.0,NO,NO,YES,4194715,"{'road': '109th Street Northeast', 'county': 'Pembina County', 'state': 'North Dakota', 'postcode': '58265', 'country': 'United States of America', 'country_code': 'us', 1: 'Pembina County', 2: 'North Dakota'}",,Pembina,North Dakota
2010,1/9/2010 12:15 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,35.0,30.0,5.0,NO,NO,NO,70400,"{'town': 'League City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77517', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",League City,Galveston,Texas
2010,1/9/2010 1:12 AM,12624,MOBIL CORP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",HULL,LIBERTY,TX,30.08533,-94.3805,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.24,NO,NO,,413,"{'county': 'Jefferson County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson County', 2: 'Texas'}",,Jefferson,Texas
2010,1/10/2010 7:46 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,0.4,0.0,NO,NO,,40336,"{'town': 'League City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77517', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",League City,Galveston,Texas
2010,1/11/2010 2:30 PM,31684,CONOCOPHILLIPS,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.714779999999998,-95.17611,ALL OTHER CAUSES,MISCELLANEOUS,0.48,0.48,0.0,NO,NO,NO,30050,"{'road': 'North Deepwater', 'hamlet': 'Golden Acres', 'city': 'Pasadena', 'county': 'Harris County', 'state': 'Texas', 'postcode': '77506', 'country': 'United States of America', 'country_code': 'us', 0: 'Pasadena', 1: 'Harris County', 2: 'Texas'}",Pasadena,Harris,Texas
2010,1/11/2010 2:30 PM,32296,TARGA RESOURCES OPERATING LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LAKE CHARLES,CALCASIEU,LA,30.259890000000002,-93.20991,NATURAL FORCE DAMAGE,TEMPERATURE,2237.0,0.0,2237.0,NO,NO,YES,165593,"{'county': 'Calcasieu Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",,Calcasieu Parish,Louisiana
2010,1/11/2010 2:47 PM,31454,"NUSTAR LOGISTICS, L.P.",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TAFT,SAN PATRICO,TX,28.055290000000003,-97.32797,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.0,3.0,0.0,NO,NO,YES,357269,"{'road': 'County Road 81', 'county': 'San Patricio County', 'state': 'Texas', 'postcode': '78390', 'country': 'United States of America', 'country_code': 'us', 1: 'San Patricio County', 2: 'Texas'}",,San Patricio,Texas
2010,1/11/2010 3:00 PM,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,CHASE,RICE,KS,38.34519,-98.31356,CORROSION,INTERNAL,2.0,1.0,1.0,NO,NO,YES,12150,"{'county': 'Rice County', 'state': 'Kansas', 'postcode': '67524', 'country': 'United States of America', 'country_code': 'us', 1: 'Rice County', 2: 'Kansas'}",,Rice,Kansas
2010,1/11/2010 11:00 PM,31684,CONOCOPHILLIPS,ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,35.94466,-96.75426999999999,NATURAL FORCE DAMAGE,TEMPERATURE,53.0,51.0,2.0,NO,NO,NO,37850,"{'county': 'Payne County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Payne County', 2: 'Oklahoma'}",,Payne,Oklahoma
2010,1/12/2010 10:25 AM,26085,"PLAINS MARKETING, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.937490000000004,-96.74417,CORROSION,INTERNAL,21.0,21.0,0.0,NO,NO,YES,20333,"{'county': 'Lincoln County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Lincoln County', 2: 'Oklahoma'}",,Lincoln,Oklahoma
2010,1/12/2010 2:30 PM,32080,"CCPS TRANSPORTATION, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,RUSHVILLE,SCHUYLER,IL,40.16833,-90.56593000000001,INCORRECT OPERATION,INCORRECT INSTALLATION,0.19,0.19,0.0,NO,NO,NO,32500,"{'road': 'Pipeline Road', 'county': 'Schuyler County', 'state': 'Illinois', 'postcode': '62681', 'country': 'United States of America', 'country_code': 'us', 1: 'Schuyler County', 2: 'Illinois'}",,Schuyler,Illinois
2010,1/12/2010 7:08 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PAWNEE,PAWNEE,OK,36.39836,-96.74622,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,445.0,0.0,445.0,NO,NO,YES,2517615,"{'road': 'N3510 Road', 'hamlet': 'Cody', 'county': 'Pawnee County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Pawnee County', 2: 'Oklahoma'}",Cody,Pawnee,Oklahoma
2010,1/13/2010 7:36 AM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SORRENTO,ASCENSION,LA,30.1724,-90.78200000000001,NATURAL FORCE DAMAGE,TEMPERATURE,3.49,0.0,3.49,NO,NO,NO,254,"{'hamlet': 'McElroy', 'county': 'Ascension Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Ascension Parish', 2: 'Louisiana'}",McElroy,Ascension Parish,Louisiana
2010,1/13/2010 1:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,6.0,6.0,0.0,NO,NO,NO,30504,"{'town': 'League City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77517', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",League City,Galveston,Texas
2010,1/13/2010 3:30 PM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,MENAHGA,HUBBARD,MN,46.8197,-95.1489,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,0.0,0.48,NO,NO,NO,66679,"{'house_number': '10664', 'road': '110th Street', 'hamlet': 'Horton', 'county': 'Hubbard County', 'state': 'Minnesota', 'postcode': '56464', 'country': 'United States of America', 'country_code': 'us', 1: 'Hubbard County', 2: 'Minnesota'}",Horton,Hubbard,Minnesota
2010,1/14/2010 1:15 PM,10250,KIANTONE PIPELINE CORP,ONSHORE,ABOVEGROUND,CRUDE OIL,GOWANDA,CATTARAUGUS,NY,42.382290000000005,-78.91763,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.2,0.04,NO,NO,NO,75017,"{'house_number': '8771', 'road': 'Broadway Road', 'village': 'Gowanda', 'county': 'Cattaraugus County', 'state': 'New York', 'postcode': '14070', 'country': 'United States of America', 'country_code': 'us', 1: 'Cattaraugus County', 2: 'New York'}",Gowanda,Cattaraugus,New York
2010,1/15/2010 7:05 AM,31325,PACIFIC PIPELINE SYSTEM LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,CARSON,LOS ANGELES,CA,33.809329999999996,-118.25413,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1.0,1.0,0.0,NO,NO,NO,4575000,"{'house_number': '23724', 'road': 'Wilmington Avenue', 'city': 'Carson', 'county': 'Los Angeles County', 'state': 'California', 'postcode': '90745', 'country': 'United States of America', 'country_code': 'us', 0: 'Carson', 1: 'Los Angeles County', 2: 'California'}",Carson,Los Angeles,California
2010,1/15/2010 3:00 PM,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,ELLIS,ELLIS,KS,38.81386,-99.42139,CORROSION,INTERNAL,5.0,2.0,3.0,NO,NO,YES,3880,"{'county': 'Ellis County', 'state': 'Kansas', 'country': 'United States of America', 'country_code': 'us', 1: 'Ellis County', 2: 'Kansas'}",,Ellis,Kansas
2010,1/18/2010 10:00 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PRINCETON,GIBSON,IN,38.32113,-87.34782,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.0,0.0,2.0,NO,NO,NO,1100,"{'road': 'County Road 1200 East', 'hamlet': 'Gray Junction', 'county': 'Gibson County', 'state': 'Indiana', 'postcode': '47660', 'country': 'United States of America', 'country_code': 'us', 1: 'Gibson County', 2: 'Indiana'}",Gray Junction,Gibson,Indiana
2010,1/19/2010 1:10 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AURORA,ADAMS COUNTY,CO,39.0081,-104.01317,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.79,0.9,0.89,NO,NO,NO,26000,,,,
2010,1/19/2010 8:00 PM,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HARTFORD,MADISON,IL,38.82204,-90.07892,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,2.0,1.0,NO,NO,YES,46185,"{'road': 'Robbins Road', 'village': 'Hartford', 'county': 'Madison', 'state': 'Illinois', 'postcode': '62048', 'country': 'United States of America', 'country_code': 'us', 1: 'Madison', 2: 'Illinois'}",Hartford,Madison,Illinois
2010,1/21/2010 9:30 AM,31325,PACIFIC PIPELINE SYSTEM LLC,ONSHORE,TANK,CRUDE OIL,TAFT,KERN,CA,35.27901,-119.31192,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,2.0,0.0,NO,NO,NO,7807,"{'hamlet': 'Tupman', 'county': 'Kern County', 'state': 'California', 'country': 'United States of America', 'country_code': 'us', 1: 'Kern County', 2: 'California'}",Tupman,Kern,California
2010,1/21/2010 12:30 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBURG,ST. HELENA,LA,30.78251,-90.75851,NATURAL FORCE DAMAGE,TEMPERATURE,6.76,6.76,0.0,NO,NO,YES,200570,"{'house_number': '507', 'road': 'Pumping Station Road', 'county': 'Saint Helena Parish', 'state': 'Louisiana', 'postcode': '70441', 'country': 'United States of America', 'country_code': 'us', 1: 'Saint Helena Parish', 2: 'Louisiana'}",,Saint Helena Parish,Louisiana
2010,1/21/2010 6:43 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COLLINS,COVINGTON,MS,31.632509999999996,-89.52266,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.71,0.71,0.0,NO,NO,,2800,"{'amenity': 'Kola Cemetery', 'road': 'Pickering Road', 'hamlet': 'Kola', 'county': 'Covington County', 'state': 'Mississippi', 'postcode': '39428', 'country': 'United States of America', 'country_code': 'us', 1: 'Covington County', 2: 'Mississippi'}",Kola,Covington,Mississippi
2010,1/22/2010 12:05 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER COUNTY,KS,37.803255,-96.873398,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1.2,1.2,0.0,NO,NO,NO,8867,"{'road': 'Southwest Traffic Way', 'industrial': 'HollyFrontier Refinery', 'town': 'El Dorado', 'county': 'Butler County', 'state': 'Kansas', 'postcode': '67042', 'country': 'United States of America', 'country_code': 'us', 1: 'Butler County', 2: 'Kansas'}",El Dorado,Butler,Kansas
2010,1/24/2010 12:30 PM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PRINCETON,GIBSON,IN,38.32113,-87.34782,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.0,1.0,NO,NO,NO,2100,"{'road': 'County Road 1200 East', 'hamlet': 'Gray Junction', 'county': 'Gibson County', 'state': 'Indiana', 'postcode': '47660', 'country': 'United States of America', 'country_code': 'us', 1: 'Gibson County', 2: 'Indiana'}",Gray Junction,Gibson,Indiana
2010,1/25/2010 11:07 AM,11733,LOOP INC,ONSHORE,ABOVEGROUND,CRUDE OIL,CUT OFF,LAFOURCHE,LA,29.47,-90.25444,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,202.0,202.0,0.0,NO,NO,YES,667000,"{'road': 'Loop, Inc.', 'hamlet': 'Galliano', 'locality': 'Galliano', 'county': 'Lafourche Parish', 'state': 'Louisiana', 'postcode': '70234', 'country': 'United States of America', 'country_code': 'us', 1: 'Lafourche Parish', 2: 'Louisiana'}",Galliano,Lafourche Parish,Louisiana
2010,1/27/2010 3:30 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.8916,-93.9897,ALL OTHER CAUSES,MISCELLANEOUS,0.6,0.0,0.6,NO,NO,NO,60065,"{'house_number': '5364', 'road': 'Roosevelt Avenue', 'hamlet': 'Port Acres', 'town': 'Port Arthur', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77640', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson County', 2: 'Texas'}",Port Arthur,Jefferson,Texas
2010,1/28/2010 11:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,DICKINSON,STARK,ND,46.851256,-102.770368,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,20.0,13.0,7.0,NO,NO,YES,11170,"{'county': 'Stark County', 'state': 'North Dakota', 'postcode': '58601', 'country': 'United States of America', 'country_code': 'us', 1: 'Stark County', 2: 'North Dakota'}",,Stark,North Dakota
2010,2/2/2010 8:00 AM,31476,SEMGROUP LP,ONSHORE,ABOVEGROUND,CRUDE OIL,HARPER,HARPER,KS,37.355914,-98.20694499999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,10.0,5.0,NO,NO,,6500,"{'road': 'Northwest 140 Road', 'hamlet': 'Duquoin', 'county': 'Harper County', 'state': 'Kansas', 'country': 'United States of America', 'country_code': 'us', 1: 'Harper County', 2: 'Kansas'}",Duquoin,Harper,Kansas
2010,2/4/2010 3:10 PM,22430,WEST SHORE PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILWAUKEE,MILWAUKEE,WI,42.9289,-87.8884,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.19,0.05,NO,NO,,4521,"{'road': 'WI 794', 'town': 'Oak Creek', 'county': 'Milwaukee County', 'state': 'Wisconsin', 'postcode': '53110', 'country': 'United States of America', 'country_code': 'us', 1: 'Milwaukee County', 2: 'Wisconsin'}",Oak Creek,Milwaukee,Wisconsin
2010,2/6/2010 11:30 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER,KS,37.80218,-96.90935,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,1.67,1.33,NO,NO,,4800,"{'county': 'Butler County', 'state': 'Kansas', 'country': 'United States of America', 'country_code': 'us', 1: 'Butler County', 2: 'Kansas'}",,Butler,Kansas
2010,2/8/2010 12:20 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,LAKE ARTHUR,JEFFERSON DAVIS,LA,30.0795,-92.7465,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",5.0,0.0,5.0,NO,NO,YES,380400,"{'road': 'A & D Abshire Road', 'hamlet': 'Thornwell', 'county': 'Jefferson Davis Parish', 'state': 'Louisiana', 'postcode': '70549', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson Davis Parish', 2: 'Louisiana'}",Thornwell,Jefferson Davis Parish,Louisiana
2010,2/9/2010 10:00 AM,15674,PLANTATION PIPE LINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BATON ROUGE,EAST BATON ROUGE,LA,30.54741,-90.16677,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.64,0.64,0.0,NO,NO,,950,"{'hamlet': 'Martinville', 'county': 'St. Tammany Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'St. Tammany Parish', 2: 'Louisiana'}",Martinville,St. Tammany Parish,Louisiana
2010,2/9/2010 3:25 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINCOLN,HENDRICKS,IN,39.8106,-86.3342,NATURAL FORCE DAMAGE,TEMPERATURE,0.71,0.71,0.0,NO,NO,NO,5377,"{'road': 'East County Road 300 North', 'town': 'Brownsburg', 'county': 'Hendricks County', 'state': 'Indiana', 'postcode': '46234', 'country': 'United States of America', 'country_code': 'us', 1: 'Hendricks County', 2: 'Indiana'}",Brownsburg,Hendricks,Indiana
2010,2/16/2010 7:42 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WAYNE,DUPAGE,IL,41.94352,-88.23353,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.12,0.0,NO,NO,NO,30515,"{'road': 'Illinois Prairie Path Elgin Branch', 'village': 'Wayne', 'county': 'DuPage County', 'state': 'Illinois', 'postcode': '60184', 'country': 'United States of America', 'country_code': 'us', 1: 'DuPage County', 2: 'Illinois'}",Wayne,DuPage,Illinois
2010,2/17/2010 5:45 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KANSAS CITY,WYANDOTTE,KS,39.13776,-94.5968,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.12,0.0,NO,NO,NO,1514,"{'road': 'Levee Road', 'neighbourhood': 'Strawberry Hill', 'hamlet': 'Fairfax', 'city': 'Kansas City', 'county': 'Wyandotte County', 'state': 'Kansas', 'postcode': '66115', 'country': 'United States of America', 'country_code': 'us', 0: 'Kansas City', 1: 'Wyandotte County', 2: 'Kansas'}",Kansas,Wyandotte,Kansas
2010,2/19/2010 6:50 AM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.6086,-74.2399,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.95,0.95,0.0,NO,NO,YES,17100,"{'house_number': '1235', 'road': 'Lower Road', 'hamlet': 'Tremley', 'town': 'Linden', 'county': 'Union County', 'state': 'New Jersey', 'postcode': '07036', 'country': 'United States of America', 'country_code': 'us', 1: 'Union County', 2: 'New Jersey'}",Linden,Union,New Jersey
2010,2/20/2010 6:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.4785,-94.8679,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,8.0,6.0,2.0,NO,NO,YES,93513,"{'road': 'Private Road 4335', 'county': 'Gregg County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Gregg County', 2: 'Texas'}",,Gregg,Texas
2010,2/21/2010 12:45 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MCCAMEY,UPTON,TX,31.13284,-101.18974,CORROSION,INTERNAL,9.0,9.0,0.0,NO,NO,NO,17485,"{'village': 'Barnhart', 'county': 'Irion County', 'state': 'Texas', 'postcode': '96930', 'country': 'United States of America', 'country_code': 'us', 1: 'Irion County', 2: 'Texas'}",Barnhart,Irion,Texas
2010,2/22/2010 10:38 AM,32035,LDH ENERGY PIPELINE L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BIG SPRING,HOWARD,TX,32.224709999999995,-101.4044,CORROSION,EXTERNAL,1.0,0.0,1.0,NO,NO,NO,26860,"{'county': 'Howard County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Howard County', 2: 'Texas'}",,Howard,Texas
2010,2/22/2010 10:56 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SPOKANE,SPOKANE,WA,47.71696,-117.35583000000001,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.71,0.0,0.71,NO,NO,NO,8790,"{'road': 'East Lyons Avenue', 'neighbourhood': 'Hillyard', 'suburb': 'Hillyard', 'county': 'Spokane County', 'state': 'Washington', 'postcode': '99205', 'country': 'United States of America', 'country_code': 'us', 1: 'Spokane County', 2: 'Washington'}",,Spokane,Washington
2010,2/23/2010 11:30 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COUNCIL BLUFFS,POTTAWATAMIE,IA,41.21235,-95.8301,INCORRECT OPERATION,INCORRECT VALVE POSITION,28.0,0.0,28.0,NO,NO,NO,129007,"{'road': 'Tank Farm Road', 'town': 'Council Bluffs', 'county': 'Pottawattamie County', 'state': 'Iowa', 'postcode': '51503', 'country': 'United States of America', 'country_code': 'us', 1: 'Pottawattamie County', 2: 'Iowa'}",Council Bluffs,Pottawattamie,Iowa
2010,2/25/2010 4:50 AM,32109,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",POND CREEK,GRANT,OK,36.6659,-97.8846,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,13718.0,0.0,13718.0,NO,NO,YES,1599786,"{'house_number': '87520', 'road': 'US 64', 'county': 'Grant County', 'state': 'Oklahoma', 'postcode': '73766', 'country': 'United States of America', 'country_code': 'us', 1: 'Grant County', 2: 'Oklahoma'}",,Grant,Oklahoma
