Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs,Address,City,County,State
2014,12/22/2014 9:30 PM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.926120000000004,-96.7459,INCORRECT OPERATION,INCORRECT INSTALLATION,6.0,6.0,0.0,NO,NO,YES,11300,,Convent,St. James Parish,Louisiana
2014,12/23/2014 8:30 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,TANK,CRUDE OIL,ST. JAMES,ST. JAMES,LA,30.016724,-90.853104,NATURAL FORCE DAMAGE,LIGHTNING,0.0,0.0,0.0,YES,NO,YES,30000,"{'road': 'Capline Tank Road', 'hamlet': 'Burton Lane', 'town': 'Convent', 'county': 'St. James Parish', 'state': 'Louisiana', 'postcode': '70086', 'country': 'United States of America', 'country_code': 'us', 1: 'St. James Parish', 2: 'Louisiana'}",Chartiers Township,Washington,Pennsylvania
2014,12/24/2014 9:49 PM,30826,WILLIAMS FIELD SERVICES,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",HICKORY,WASHINTON,PA,40.262706,-80.26410600000001,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1924.0,0.0,1924.0,YES,YES,YES,1031509,"{'road': 'Western Avenue', 'hamlet': 'Export', 'city': 'Chartiers Township', 'county': 'Washington County', 'state': 'Pennsylvania', 'postcode': '15342', 'country': 'United States of America', 'country_code': 'us', 0: 'Chartiers Township', 1: 'Washington County', 2: 'Pennsylvania'}",Catlin,Parke,Indiana
2014,12/25/2014 8:57 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ROCKVILLE,PARKE ,IN,39.6854,-87.23644,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,9.4,0.6,8.8,YES,YES,YES,368500,"{'house_number': '5664', 'road': 'Pipeline Road', 'hamlet': 'Catlin', 'county': 'Parke County', 'state': 'Indiana', 'postcode': '47872', 'country': 'United States of America', 'country_code': 'us', 1: 'Parke County', 2: 'Indiana'}",Perth Amboy,Middlesex,New Jersey
2014,12/27/2014 3:40 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,100.0,99.0,1.0,NO,NO,NO,69000,"{'town': 'Perth Amboy', 'county': 'Middlesex County', 'state': 'New Jersey', 'postcode': '10307', 'country': 'United States of America', 'country_code': 'us', 1: 'Middlesex County', 2: 'New Jersey'}",,Colorado,Texas
2014,12/30/2014 12:00 PM,4906,EXXONMOBIL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,COLORADO,TX,29.615889000000003,-96.344667,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,9.0,9.0,0.0,NO,NO,NO,79000,"{'county': 'Colorado County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Colorado County', 2: 'Texas'}",,Nueces,Texas
2014,12/30/2014 4:06 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CORPUS CHRISTI,NUECES,TX,27.79952,-97.5645,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,181.0,0.0,181.0,NO,NO,YES,11400,"{'county': 'Nueces County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Nueces County', 2: 'Texas'}",Chub,Midland,Texas
2015,1/1/2015 12:45 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.011423,-102.012891,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,500.0,435.0,65.0,NO,NO,YES,376902,"{'road': 'Elkins Road', 'neighbourhood': 'Venture', 'village': 'Chub', 'county': 'Midland County', 'state': 'Texas', 'postcode': '79706', 'country': 'United States of America', 'country_code': 'us', 1: 'Midland County', 2: 'Texas'}",Helena,Shelby,Alabama
2015,1/5/2015 8:40 AM,15674,PLANTATION PIPE LINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HELENA,SHELBY,AL,33.287449,-86.83171,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,9.52,0.0,9.52,NO,NO,NO,328000,"{'road': 'Old Dearing Road', 'hamlet': 'Dearing Downs', 'town': 'Helena', 'county': 'Shelby County', 'state': 'Alabama', 'postcode': '35080', 'country': 'United States of America', 'country_code': 'us', 1: 'Shelby County', 2: 'Alabama'}",Gardendale,La Salle,Texas
2015,1/5/2015 1:33 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,COTULLA,LA SALLE,TX,28.525786,-99.22280400000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,1.0,0.0,NO,NO,NO,1050,"{'road': 'Stephenson Road', 'hamlet': 'Gardendale', 'county': 'La Salle County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'La Salle County', 2: 'Texas'}",Perth Amboy,Middlesex,New Jersey
2015,1/6/2015 11:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,1.9,0.1,NO,NO,NO,14000,"{'town': 'Perth Amboy', 'county': 'Middlesex County', 'state': 'New Jersey', 'postcode': '10307', 'country': 'United States of America', 'country_code': 'us', 1: 'Middlesex County', 2: 'New Jersey'}",Avery,Lincoln,Oklahoma
2015,1/6/2015 12:10 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.940253000000006,-96.74793299999999,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.5,0.5,0.0,NO,NO,NO,4525,"{'road': 'N3510 Road', 'hamlet': 'Avery', 'county': 'Lincoln County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Lincoln County', 2: 'Oklahoma'}",,Brazoria,Texas
2015,1/7/2015 4:15 PM,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,BRAZORIA,TX,29.069927000000003,-95.716402,CORROSION,EXTERNAL,0.24,0.24,0.0,NO,NO,NO,60000,"{'county': 'Brazoria County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Brazoria County', 2: 'Texas'}",Gulf Park,Brazoria,Texas
2015,1/8/2015 12:50 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,FREEPORT,BRAZORIA,TX,28.949113,-95.43050699999999,CORROSION,INTERNAL,300.0,200.0,100.0,NO,NO,YES,406250,"{'road': 'Seadock Terminal Road', 'hamlet': 'Gulf Park', 'county': 'Brazoria County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Brazoria County', 2: 'Texas'}",Lima,Allen,Ohio
2015,1/9/2015 7:53 AM,12470,MID - VALLEY PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,LIMA,ALLEN,OH,40.70825,-84.12206,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,100.0,95.0,5.0,NO,NO,YES,45946,"{'house_number': '926', 'road': 'Buckeye Road', 'city': 'Lima', 'county': 'Allen County', 'state': 'Ohio', 'postcode': '45804', 'country': 'United States of America', 'country_code': 'us', 0: 'Lima', 1: 'Allen County', 2: 'Ohio'}",,,
2015,1/9/2015 8:15 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.958859999999994,-96.75335,CORROSION,INTERNAL,1.0,1.0,0.0,NO,NO,YES,525050,,,Jackson,Texas
2015,1/10/2015 8:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,JACKSON,TX,28.885881,-96.433027,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",27123.0,0.0,27123.0,NO,NO,YES,782260,"{'county': 'Jackson County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Jackson County', 2: 'Texas'}",Richmond,Contra Costa,California
2015,1/12/2015 9:20 PM,18092,"SFPP, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",RICHMOND,CONTRA COSTA,CA,37.940135,-122.376323,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,58.9,58.9,0.0,NO,NO,YES,550497,"{'road': 'Castro Street', 'neighbourhood': 'Atchison Village', 'hamlet': 'Rheem', 'city': 'Richmond', 'county': 'Contra Costa County', 'state': 'California', 'postcode': '94801', 'country': 'United States of America', 'country_code': 'us', 0: 'Richmond', 1: 'Contra Costa County', 2: 'California'}",City of Superior,Bayfield,Wisconsin
2015,1/13/2015 1:20 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.6885,-92.05685,NATURAL FORCE DAMAGE,TEMPERATURE,5.0,5.0,0.0,NO,NO,NO,65770,"{'road': 'East 21st Street', 'town': 'City of Superior', 'county': 'Bayfield', 'state': 'Wisconsin', 'postcode': '54880', 'country': 'United States of America', 'country_code': 'us', 1: 'Bayfield', 2: 'Wisconsin'}",,Dundy,Nebraska
2015,1/14/2015 2:20 PM,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,BENKELMAN,DUNDY,NE,40.162535999999996,-101.52980500000001,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0.0,0.48,NO,NO,YES,6605,"{'road': '713 Road', 'county': 'Dundy County', 'state': 'Nebraska', 'country': 'United States of America', 'country_code': 'us', 1: 'Dundy County', 2: 'Nebraska'}",Beaumont,Jefferson,Texas
2015,1/14/2015 4:20 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BEAUMONT,JEFFERSON,TX,29.98266,-94.06191,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,30.0,0.0,30.0,NO,NO,YES,670000,"{'road': 'Port Arthur Road', 'hamlet': 'Gladys', 'city': 'Beaumont', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77705', 'country': 'United States of America', 'country_code': 'us', 0: 'Beaumont', 1: 'Jefferson County', 2: 'Texas'}",,Garvin,Oklahoma
2015,1/15/2015 9:00 AM,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,GARVIN,OK,34.816479,-97.442674,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,0.0,1.0,NO,NO,YES,1480,"{'county': 'Garvin County', 'state': 'Oklahoma', 'postcode': '73457', 'country': 'United States of America', 'country_code': 'us', 1: 'Garvin County', 2: 'Oklahoma'}",Gilman,Benton,Minnesota
2015,1/15/2015 2:25 PM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,FOLEY,BENTON,MN,45.698007000000004,-93.996983,NATURAL FORCE DAMAGE,TEMPERATURE,20.0,17.5,2.5,NO,NO,NO,2286812,"{'house_number': '8030', 'road': 'Golden Spike Road Northeast', 'city': 'Gilman', 'county': 'Benton County', 'state': 'Minnesota', 'postcode': '56329', 'country': 'United States of America', 'country_code': 'us', 0: 'Gilman', 1: 'Benton County', 2: 'Minnesota'}",,Wichita,Texas
2015,1/15/2015 3:23 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,ELECTRA,WICHITA,TX,34.001474,-98.812338,CORROSION,INTERNAL,25.0,25.0,0.0,NO,NO,YES,51250,"{'county': 'Wichita County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Wichita County', 2: 'Texas'}",,Ector,Texas
2015,1/16/2015 9:50 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,LAWSON,ECTOR,TX,31.899645,-102.638756,INCORRECT OPERATION,INCORRECT INSTALLATION,0.2,0.2,0.0,NO,NO,NO,210,"{'county': 'Ector County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Ector County', 2: 'Texas'}",,Plaquemines Parish,Louisiana
2015,1/16/2015 10:02 AM,39084,"CRIMSON GULF, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,VENICE,PLAQUEMINES PARISH,LA,29.310878000000002,-89.29615799999999,CORROSION,EXTERNAL,0.05,0.05,0.0,NO,NO,YES,16025,"{'aeroway': 'Grand Bay Seaplane Base', 'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Plaquemines Parish', 2: 'Louisiana'}",,Dawson,Montana
2015,1/17/2015 10:15 AM,31878,BRIDGER PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,,DAWSON COUNTY,MT,47.03163,-104.77022,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,758.0,65.0,693.0,NO,NO,YES,8059063,"{'county': 'Dawson County', 'state': 'Montana', 'country': 'United States of America', 'country_code': 'us', 1: 'Dawson County', 2: 'Montana'}",Petersburg,Nelson,North Dakota
2015,1/17/2015 3:28 PM,15774,NORTH DAKOTA PIPELINE COMPANY LLC,ONSHORE,UNDERGROUND,CRUDE OIL,,NELSON,ND,48.014962,-98.01030899999999,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.06,0.06,0.0,NO,NO,YES,169860,"{'road': '42nd Street Northeast', 'city': 'Petersburg', 'county': 'Nelson County', 'state': 'North Dakota', 'postcode': '58344', 'country': 'United States of America', 'country_code': 'us', 0: 'Petersburg', 1: 'Nelson County', 2: 'North Dakota'}",Convent,St. James Parish,Louisiana
2015,1/19/2015 7:30 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,ST. JAMES,ST. JAMES,LA,30.011770000000002,-90.857704,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.7,0.7,0.0,NO,NO,NO,1135,"{'hamlet': 'Caire', 'town': 'Convent', 'county': 'St. James Parish', 'state': 'Louisiana', 'postcode': '70086', 'country': 'United States of America', 'country_code': 'us', 1: 'St. James Parish', 2: 'Louisiana'}",San Bernardino,San Bernardino,California
2015,1/19/2015 11:40 AM,26125,CALNEV PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MUSCOY,SAN BERNARDINO,CA,34.183191,-117.365394,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.57,0.89,2.68,NO,NO,YES,459408,"{'road': 'Institution Road', 'city': 'San Bernardino', 'county': 'San Bernardino County', 'state': 'California', 'postcode': '92407', 'country': 'United States of America', 'country_code': 'us', 0: 'San Bernardino', 1: 'San Bernardino County', 2: 'California'}",,Colorado,Texas
2015,1/19/2015 12:00 PM,4906,EXXONMOBIL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,COLORADO,TX,29.617889,-96.350778,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.75,1.75,0.0,NO,NO,NO,72150,"{'county': 'Colorado County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Colorado County', 2: 'Texas'}",,Colorado,Texas
2015,1/20/2015 6:30 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,GARWOOD,COLORADO,TX,29.470028000000003,-96.626722,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.5,0.5,0.0,NO,NO,YES,2175,"{'road': 'County Road 255', 'county': 'Colorado County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Colorado County', 2: 'Texas'}",Bethel Township,Delaware,Pennsylvania
2015,1/20/2015 10:15 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BOOTHWYN,CHESTER,PA,39.849005,-75.502586,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.88,0.88,0.0,NO,NO,NO,28075,"{'road': 'Kirk Road', 'neighbourhood': 'Woods at Naamans', 'hamlet': 'Booths Corner', 'city': 'Bethel Township', 'county': 'Delaware County', 'state': 'Pennsylvania', 'postcode': '19061', 'country': 'United States of America', 'country_code': 'us', 0: 'Bethel Township', 1: 'Delaware County', 2: 'Pennsylvania'}",Bethel Acres,Pottawatomie,Oklahoma
2015,1/20/2015 12:34 PM,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,POTTAWATOMIE,OK,35.31111,-97.00601999999999,INCORRECT OPERATION,OTHER INCORRECT OPERATION,6.9,0.0,6.9,NO,NO,YES,501,"{'hamlet': 'Gaddy', 'village': 'Bethel Acres', 'county': 'Pottawatomie County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Pottawatomie County', 2: 'Oklahoma'}",,Lincoln,Oklahoma
2015,1/20/2015 2:15 PM,26085,"PLAINS MARKETING, L.P.",ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,35.936677,-96.74521800000001,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.5,0.5,0.0,NO,NO,NO,11530,"{'county': 'Lincoln County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Lincoln County', 2: 'Oklahoma'}",City of Superior,Bayfield,Wisconsin
2015,1/21/2015 6:38 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.689040000000006,-92.06135,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,2.0,0.0,NO,NO,YES,40436,"{'road': 'East 21st Street', 'town': 'City of Superior', 'county': 'Bayfield', 'state': 'Wisconsin', 'postcode': '54880', 'country': 'United States of America', 'country_code': 'us', 1: 'Bayfield', 2: 'Wisconsin'}",Honolulu,Honolulu,Hawaii
2015,1/21/2015 12:30 PM,31056,ASIG - HONOLULU,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HONOLULU,HONOLULU,HI,21.31774,-157.89055,CORROSION,EXTERNAL,1300.0,820.0,480.0,NO,NO,YES,2816000,"{'leisure': 'Keehi Lagoon Harbor', 'house_number': '4', 'road': 'Sand Island Access Road', 'suburb': 'Kalihi Kai', 'city': 'Honolulu', 'county': 'Honolulu County', 'state': 'Hawaii', 'postcode': '96819', 'country': 'United States of America', 'country_code': 'us', 0: 'Honolulu', 1: 'Honolulu County', 2: 'Hawaii'}",La Grange,Fayette,Texas
2015,1/22/2015 7:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,LA GRANGE,FAYETTE,TX,29.952065,-96.861438,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.0,3.0,0.0,NO,NO,NO,2525,"{'road': 'FM 2145', 'town': 'La Grange', 'county': 'Fayette County', 'state': 'Texas', 'postcode': '78945', 'country': 'United States of America', 'country_code': 'us', 1: 'Fayette County', 2: 'Texas'}",,Upton,Texas
2015,1/22/2015 9:00 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,MCCAMEY,UPTON,TX,31.136282,-102.18906199999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,2.0,0.0,NO,NO,NO,8400,"{'road': 'County Road 400', 'county': 'Upton County', 'state': 'Texas', 'postcode': '79752', 'country': 'United States of America', 'country_code': 'us', 1: 'Upton County', 2: 'Texas'}",Plevna,Fallon,Montana
2015,1/23/2015 6:30 AM,1960,BUTTE PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,BAKER,FALLON,MT,46.39053,-104.45044,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,2.0,0.0,NO,NO,NO,3300,"{'road': 'US 12', 'village': 'Plevna', 'county': 'Fallon County', 'state': 'Montana', 'postcode': '59344', 'country': 'United States of America', 'country_code': 'us', 1: 'Fallon County', 2: 'Montana'}",,,
2015,1/24/2015 12:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ROUND ROCK,WILLIAMSON COUNTY,TX,30.566736,-97.621066,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,0.0,0.1,NO,NO,YES,264500,,,Plaquemines Parish,Louisiana
2015,1/25/2015 3:28 PM,30782,HARVEST PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,PLAQUEMINES,LA,29.419868,-89.51592099999999,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.07,0.0,0.07,NO,NO,YES,22004,"{'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Plaquemines Parish', 2: 'Louisiana'}",Follansbee,Brooke,West Virginia
2015,1/26/2015 9:38 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",COLLIERS,BROOKE,WV,40.366817,-80.584594,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",30565.0,0.0,30565.0,YES,YES,YES,6910591,"{'road': 'Archer Hill Road', 'city': 'Follansbee', 'county': 'Brooke County', 'state': 'West Virginia', 'postcode': '26035', 'country': 'United States of America', 'country_code': 'us', 0: 'Follansbee', 1: 'Brooke County', 2: 'West Virginia'}",Baton Rouge,East Baton Rouge Parish,Louisiana
2015,1/26/2015 11:33 AM,31045,"GENESIS PIPELINE USA, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,BATON ROUGE,EAST BATON ROUGE,LA,30.548063,-91.19389100000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.4,0.4,0.0,NO,NO,NO,82020,"{'road': 'Scenic Highway', 'city': 'Baton Rouge', 'county': 'East Baton Rouge Parish', 'state': 'Louisiana', 'postcode': '70807', 'country': 'United States of America', 'country_code': 'us', 0: 'Baton Rouge', 1: 'East Baton Rouge Parish', 2: 'Louisiana'}",Galena Park,Harris,Texas
2015,1/26/2015 12:10 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.72979,-95.22211999999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.11,0.63,0.48,NO,NO,YES,25218,"{'road': 'Clinton Drive', 'town': 'Galena Park', 'county': 'Harris County', 'state': 'Texas', 'postcode': '77029', 'country': 'United States of America', 'country_code': 'us', 1: 'Harris County', 2: 'Texas'}",Lybrook,Rio Arriba,New Mexico
2015,1/26/2015 12:20 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LYBROOK,RIO ARRIBA COUNTY,NM,36.232606,-107.54596000000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",24.0,0.0,24.0,NO,NO,YES,250500,"{'road': 'County Road 378', 'hamlet': 'Lybrook', 'county': 'Rio Arriba County', 'state': 'New Mexico', 'postcode': '87018', 'country': 'United States of America', 'country_code': 'us', 1: 'Rio Arriba County', 2: 'New Mexico'}",Rahway,Union,New Jersey
2015,1/27/2015 5:50 AM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.6017,-74.26096700000001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0.24,0.0,NO,NO,YES,152000,"{'house_number': '1783', 'road': 'Hart Street', 'town': 'Rahway', 'county': 'Union County', 'state': 'New Jersey', 'postcode': '07065', 'country': 'United States of America', 'country_code': 'us', 1: 'Union County', 2: 'New Jersey'}",Griffith,Lake,Indiana
2015,1/29/2015 3:00 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GRIFFITH,LAKE,IN,41.511142,-87.445436,NATURAL FORCE DAMAGE,TEMPERATURE,0.4,0.4,0.0,NO,NO,NO,540,"{'road': 'West Division Road', 'town': 'Griffith', 'county': 'Lake County', 'state': 'Indiana', 'postcode': '46375', 'country': 'United States of America', 'country_code': 'us', 1: 'Lake County', 2: 'Indiana'}",Delombre,East Feliciana Parish,Louisiana
2015,1/30/2015 7:00 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.71105,-91.28416999999999,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.86,2.86,0.0,NO,NO,YES,16652,"{'hamlet': 'Delombre', 'county': 'East Feliciana Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'East Feliciana Parish', 2: 'Louisiana'}",China Grove,Scurry,Texas
