Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs
2015,4/12/2015 2:35 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BALTIMORE,BALTIMORE CITY,MD,39.230426,-76.573994,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0.36,0.0,NO,NO,YES,3502
2015,4/15/2015 6:08 AM,31574,"WESTERN REFINING PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,,EDDY COUNTY,NM,32.062707,-103.881937,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,50.0,50.0,0.0,NO,NO,YES,109519
2015,4/15/2015 7:45 AM,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.26,0.26,0.0,NO,NO,NO,18135
2015,4/15/2015 8:10 AM,26149,ALYESKA PIPELINE SERVICE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,DEADHORSE,Not Within a County or Parish,AK,70.257147,-148.621973,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.31,4.31,0.0,NO,NO,NO,41151
2015,4/16/2015 7:45 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",Seabrook,HARRIS,TX,29.57863,-95.017273,INCORRECT OPERATION,INCORRECT EQUIPMENT,2.3,0.0,2.3,NO,NO,NO,100
2015,4/17/2015 3:30 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,BAKERSFIELD,KERN,CA,35.019746000000005,-119.06454,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.95,0.95,0.0,NO,NO,YES,5070
2015,4/17/2015 6:48 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",Midland,ACADIA PARISH,LA,30.16,-92.55346,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2535.0,0.0,2535.0,NO,NO,YES,170000
2015,4/17/2015 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.0079,-102.2379,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,0.4,0.0,NO,NO,NO,2850
2015,4/20/2015 7:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SINKING SPRINGS,BERKS,PA,40.318604,-76.031436,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.3,0.3,0.0,NO,NO,NO,530
2015,4/20/2015 4:40 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748201,-95.128672,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.0,4.0,0.0,NO,NO,YES,40700
2015,4/20/2015 5:05 PM,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HALFWAY,POLK,MO,37.50301661,-93.27968075,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.62,0.62,0.0,NO,NO,YES,16580
2015,4/22/2015 8:20 AM,31720,"EXPRESS HOLDINGS (USA), LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,CASPER,NATRONA,WY,42.864441,-106.40873799999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,0.2,0.0,NO,NO,NO,9365
2015,4/23/2015 7:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,JACKSBORO,JACK,TX,33.139575,-98.121511,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.5,0.0,NO,NO,YES,924
2015,4/23/2015 10:10 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.6899,-95.41192,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,10.0,10.0,0.0,NO,NO,YES,109924
2015,4/23/2015 11:55 AM,31957,KINDER MORGAN WINK PIPELINE LP,ONSHORE,ABOVEGROUND,CRUDE OIL,ORLA,REEVES,TX,31.8029,-103.81378000000001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.0,0.45,NO,NO,YES,4000
2015,4/25/2015 9:45 AM,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WICHITA,SEDGWICK,KS,37.761305,-97.307781,CORROSION,EXTERNAL,0.71,0.71,0.0,NO,NO,YES,5075
2015,4/25/2015 6:30 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,CRUDE OIL,HOUSTON,HARRIS,TX,29.79733,-95.2787,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,10.0,10.0,0.0,NO,NO,NO,18230
2015,4/25/2015 9:47 PM,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.945098,-96.760237,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0.24,0.0,NO,NO,NO,6215
2015,4/26/2015 7:55 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WILLIAMSBURG,JAMES CITY,VA,37.202166999999996,-76.605211,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.43,1.38,0.05,NO,NO,YES,25765
2015,4/27/2015 7:38 AM,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.0724,-79.94037,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.45,0.45,0.0,NO,NO,NO,10540
2015,4/27/2015 7:40 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,DENVER CITY,YOAKUM,TX,32.993759999999995,-102.790301,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,25.0,25.0,0.0,NO,NO,NO,39695
2015,4/27/2015 1:55 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,VERNON,MARION,IL,38.793803000000004,-89.082089,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.0,4.0,0.0,NO,NO,YES,105230
2015,4/29/2015 9:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GLENPOOL,TULSA,OK,35.97974,-96.00985,INCORRECT OPERATION,INCORRECT EQUIPMENT,0.1,0.1,0.0,NO,NO,NO,5000
2015,4/29/2015 11:00 AM,99043,PETROLEUM FUEL AND TERMINAL COMPANY,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BALTIMORE,Not Within a County or Parish,MD,39.305031,-76.55720600000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.24,0.24,0.0,NO,NO,NO,137575
2015,4/29/2015 11:10 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,WALTONVILLE,JEFFERSON,IL,38.264303999999996,-89.02108,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,0.6,0.0,NO,NO,NO,31040
2015,4/29/2015 11:35 AM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COSBY,ANDREW,MO,39.862159999999996,-94.695103,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.24,0.24,0.0,NO,NO,YES,6030
2015,4/29/2015 5:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748058,-95.128737,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,2.0,0.0,NO,NO,NO,45100
2015,5/2/2015 12:30 PM,32678,KINDER MORGAN CRUDE AND CONDENSATE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,SMILEY,GONZALEZ,TX,29.214284000000003,-97.518923,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0.48,0.0,NO,NO,NO,2590
2015,5/3/2015 4:00 PM,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHERIDAN,SHERIDAN,WY,44.66547,-106.90261000000001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.7,3.7,0.0,NO,NO,YES,21638
2015,5/4/2015 4:11 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER,KS,37.8041,-96.8716,CORROSION,EXTERNAL,1861.0,1773.0,88.0,NO,NO,YES,2700932
2015,5/4/2015 11:30 AM,31663,NAVAJO NATION OIL AND GAS COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,,SAN JUAN,NM,36.715463,-108.496528,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,100.0,100.0,0.0,NO,NO,YES,55500
2015,5/4/2015 1:47 PM,31672,"CHAPARRAL ENERGY, LLC",ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),Blackland,OSAGE,OK,36.827669,-96.475662,CORROSION,EXTERNAL,4.5,0.0,4.5,NO,NO,YES,12025
2015,5/6/2015 2:45 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.88604163,-93.99349166,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0.12,0.0,NO,NO,NO,3250
2015,5/7/2015 9:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,YOAKAM,LAVACA,TX,29.193322,-96.985528,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.2,0.2,0.0,NO,NO,NO,2550
2015,5/8/2015 2:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DAYTON,LIBERTY,TX,30.05777,-94.97769,CORROSION,EXTERNAL,3.0,0.0,3.0,NO,NO,NO,524139
2015,5/8/2015 6:40 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.748169,-95.13019399999999,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.4,0.4,0.0,NO,NO,YES,44450
2015,5/8/2015 7:00 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS,WICHITA FALLS,TX,33.91446,-98.48781,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,4.0,4.0,0.0,NO,NO,NO,8180
2015,5/9/2015 2:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.74799,-95.12934,CORROSION,INTERNAL,0.2,0.2,0.0,NO,NO,YES,11330
2015,5/10/2015 6:30 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,NOCONA,MONTAGUE ,TX,33.923263,-97.72086800000001,INCORRECT OPERATION,OTHER INCORRECT OPERATION,445.0,445.0,0.0,NO,NO,NO,14790
2015,5/11/2015 5:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,CORSICANA,NAVARRO,TX,32.0711,-96.47409,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,650.0,630.0,20.0,NO,NO,NO,2212822
2015,5/11/2015 10:30 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CORPUS CHRISTI,NUECES,TX,27.80113016,-97.45456557,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.1,0.0,0.1,NO,NO,NO,86000
2015,5/12/2015 9:14 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,WORTHAM,FREESTON,TX,31.773390000000003,-96.40109,NATURAL FORCE DAMAGE,LIGHTNING,0.1,0.0,0.1,YES,NO,NO,19000
2015,5/13/2015 8:29 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS ,WICHITA FALLS,TX,33.91446,-98.48781,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1.0,1.0,0.0,NO,NO,NO,3494
2015,5/14/2015 3:08 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.535833000000004,-74.25694399999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.59,0.59,0.0,NO,NO,NO,3075
2015,5/15/2015 5:00 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,VERNON,MARION,IL,38.792939000000004,-89.085639,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.8,0.8,0.0,NO,NO,YES,35100
2015,5/18/2015 2:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.348769,-94.93915,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,1.0,0.0,NO,NO,YES,42065
2015,5/18/2015 5:58 AM,22430,WEST SHORE PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILWAUKEE,MILWAUKEE,WI,43.189245,-88.049748,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,1.0,1.0,NO,NO,YES,358600
2015,5/19/2015 6:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,SADLER,GRAYSON,TX,33.719235999999995,-96.889483,ALL OTHER CAUSES,MISCELLANEOUS,0.2,0.2,0.0,NO,NO,NO,500
2015,5/19/2015 10:57 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,GOLETA,SANTA BARBARA,CA,34.462434,-120.08671399999999,CORROSION,EXTERNAL,2934.0,1100.0,1834.0,NO,NO,YES,142931884
2015,5/20/2015 8:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,CRANE,CRANE,TX,31.432815,-102.43871,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,1.5,0.0,NO,NO,YES,3265
2015,5/20/2015 6:31 PM,31130,DCP MIDSTREAM,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GEORGE WEST,LIVE OAK,TX,28.40632,-98.13716,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,770.0,0.0,770.0,YES,NO,NO,32000
2015,5/21/2015 9:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.023877,-102.017721,CORROSION,INTERNAL,10.0,10.0,0.0,NO,NO,YES,15500
2015,5/21/2015 10:30 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,VERNON,MARION,IL,38.789242,-89.065026,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,5.0,5.0,0.0,NO,NO,NO,12410
2015,5/21/2015 3:10 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,GARDENDALE,ECTOR,TX,32.010188,-102.3365,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,1.0,0.0,NO,NO,NO,4350
2015,5/23/2015 5:41 AM,18092,"SFPP, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ROCKLIN,PLACER,CA,38.780153000000006,-121.24694099999999,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.83,0.83,0.0,NO,NO,YES,5578
2015,5/25/2015 7:33 AM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,TRACY,SAN JOAQUIN,CA,37.721661,-121.54831000000001,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,7.86,1.66,6.2,YES,NO,YES,1005340
2015,5/25/2015 2:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,ODESSA,ECTOR,TX,31.899767999999998,-102.638984,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,0.2,0.0,NO,NO,YES,2520
2015,5/26/2015 7:40 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.791809999999998,-95.28233,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,172.0,172.0,0.0,NO,NO,NO,210019
2015,5/27/2015 12:30 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHURCH POINT,ACADIA,LA,30.444709999999997,-92.29098,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0.24,0.0,NO,NO,YES,15000
2015,5/28/2015 7:00 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.0711,-96.47409,INCORRECT OPERATION,INCORRECT VALVE POSITION,20.0,17.0,3.0,NO,NO,NO,30163
2015,5/28/2015 1:30 PM,32099,ENERGY TRANSFER COMPANY,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KERMIT,WINKLER,TX,31.7316,-102.988,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,0.0,0.5,NO,NO,YES,1500
2015,5/29/2015 5:00 PM,26149,ALYESKA PIPELINE SERVICE CO,ONSHORE,UNDERGROUND,CRUDE OIL,,Not Within a County or Parish,AK,63.42546,-145.7665,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0.24,0.24,0.0,NO,NO,NO,3660000
2015,5/31/2015 1:26 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,JAL,LEA,NM,32.08164,-103.18105,NATURAL FORCE DAMAGE,LIGHTNING,35.0,35.0,0.0,NO,NO,YES,44470
2015,5/31/2015 1:29 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,DIBOLL,ANGELINA,TX,31.15918,-94.6758,CORROSION,INTERNAL,60.0,50.0,10.0,NO,NO,NO,127056
2015,6/1/2015 4:09 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",Ramah,IBERVILLE,LA,30.386816999999997,-91.507267,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.98,7.18,1.8,NO,NO,YES,67855
2015,6/1/2015 11:00 AM,22442,WEST TEXAS GULF PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,COLORADO CITY,SCURRY,TX,32.52944,-100.83055,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.71,0.71,0.0,NO,NO,NO,5000
2015,6/2/2015 4:05 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.466951,-119.70442800000001,CORROSION,INTERNAL,12.7,12.7,0.0,NO,NO,YES,106719
2015,6/2/2015 5:30 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OXFORD,CALHOUN,AL,33.598881,-85.82549499999999,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.26,0.26,0.0,NO,NO,YES,5935
2015,6/2/2015 9:42 PM,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,SANTA MARIA,SANTA BARBARA,CA,34.882052,-120.44570700000001,CORROSION,EXTERNAL,0.91,0.91,0.0,NO,NO,YES,80045
2015,6/5/2015 8:20 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WILLIAMSBURG,JAMES CITY,VA,37.202166999999996,-76.605211,ALL OTHER CAUSES,MISCELLANEOUS,0.67,0.67,0.0,NO,NO,NO,11700
2015,6/5/2015 11:37 PM,31957,KINDER MORGAN WINK PIPELINE LP,ONSHORE,ABOVEGROUND,CRUDE OIL,PINE SPRINGS,CULBERSON,TX,31.8526,-104.5573,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.5,0.0,1.5,NO,NO,YES,11083
2015,6/6/2015 2:40 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.79477,-95.2821,CORROSION,INTERNAL,0.47,0.47,0.0,NO,NO,NO,8075
2015,6/6/2015 5:15 PM,32450,"ROADRUNNER PIPELINE, L.L.C.",ONSHORE,ABOVEGROUND,CRUDE OIL,LOVINGTON,LEA,NM,32.524731,-103.18819,ALL OTHER CAUSES,MISCELLANEOUS,0.25,0.0,0.25,NO,NO,YES,5525
2015,6/7/2015 8:38 PM,22442,WEST TEXAS GULF PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,WORTHAM,FREESTONE,TX,31.84825,-96.53671999999999,CORROSION,EXTERNAL,1.0,0.5,0.5,NO,NO,YES,30030
2015,6/7/2015 8:53 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,Four Corners,ST. MARY,LA,29.84692774,-91.65165833,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0.6,0.0,NO,NO,YES,5000
2015,6/8/2015 3:30 PM,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.18,0.18,0.0,NO,NO,NO,9548
2015,6/9/2015 9:00 AM,32537,WYOMING PIPELINE COMPANY,ONSHORE,TANK,CRUDE OIL,,NIOBRARA,WY,43.2180944,-104.432967,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,40.0,40.0,0.0,NO,NO,NO,2900
2015,6/10/2015 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,COWDEN,TX,32.088721,-102.137958,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,0.4,0.0,NO,NO,NO,2200
2015,6/11/2015 1:30 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,WORLAND,WASHAKIE,WY,43.861789,-108.166073,CORROSION,INTERNAL,3.5,3.5,0.0,NO,NO,YES,15200
2015,6/12/2015 2:50 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.589,-74.217,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.57,3.57,0.0,NO,NO,YES,25584
2015,6/14/2015 10:09 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OREGON,LUCAS,OH,41.62247,-83.48496,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.4,0.0,0.4,NO,NO,YES,2540
2015,6/15/2015 11:01 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUBURN,ONONGADA,NY,42.957732,-76.527389,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.7,5.7,0.0,NO,NO,YES,5000
2015,6/16/2015 2:31 AM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LIBERTY,LIBERTY,TX,29.926983,-94.699149,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.05,0.0,4.05,NO,NO,NO,8024
